franchise,movie_title,movie_id,movie_revenue,total_franchise_revenue,percent_franchise_rev
Bourne,The Bourne Identity,2501,214034224.0,1665926127.0,12.847762006436195
Bourne,The Bourne Supremacy,2502,288500217.0,1665926127.0,17.31770768968797
Bourne,The Bourne Ultimatum,2503,442824138.0,1665926127.0,26.581258965992554
Bourne,The Bourne Legacy,49040,276572938.0,1665926127.0,16.601752833905824
Bourne,Jason Bourne,324668,415484914.0,1665926127.0,24.940176353930248
Ice Age,Ice Age,425,383257136.0,3179639301.0,12.053478389182862
Ice Age,Ice Age: The Meltdown,950,660940780.0,3179639301.0,20.78665903368767
Ice Age,Ice Age: Dawn of the Dinosaurs,8355,886686817.0,3179639301.0,27.886396319266026
Ice Age,Ice Age: Continental Drift,57800,877244782.0,3179639301.0,27.58944329704648
Ice Age,Ice Age: Collision Course,278154,408579038.0,3179639301.0,12.849854946487216
Ghostbusters,Ghostbusters,620,295212467.0,739721125.0,39.908616507335786
Ghostbusters,Ghostbusters II,2978,215394738.0,739721125.0,29.118370521052782
Ghostbusters,Ghostbusters,43074,229147509.0,739721125.0,30.977553736889696
Cinderella,Cinderella,11224,263591415.0,263591415.0,100.0
Cinderella,A Cinderella Story,11247,70067909.0,263591415.0,26.58201482017159
The Incredibles,The Incredibles,9806,631442092.0,1874246451.0,33.69045152322927
Airport,Airport,10671,100489151.0,190774302.0,52.674364391069815
Airport,Airport 1975,27932,47000000.0,190774302.0,24.63644186207008
Airport,Airport '77,7227,30000000.0,190774302.0,15.725388422597925
Airport,The Concorde... Airport '79,29723,13015688.0,190774302.0,6.822558312911557
Back to the Future,Back to the Future,105,381109762.0,961613438.0,39.632324896857355
Back to the Future,Back to the Future Part II,165,332000000.0,961613438.0,34.52530787116558
Back to the Future,Back to the Future Part III,196,244527583.0,961613438.0,25.428885801406615
Jack Ryan,Clear and Present Danger,9331,215887717.0,910977412.0,23.698470912251334
Jack Ryan,The Hunt for Red October,1669,199200000.0,910977412.0,21.866623406464882
Jack Ryan,Patriot Games,9869,178051587.0,910977412.0,19.545115461106516
Jack Ryan,The Sum of All Fears,4614,193000000.0,910977412.0,21.186035730159244
Jack Ryan,Jack Ryan: Shadow Recruit,137094,50549107.0,910977412.0,5.548886979428201
Matrix,The Matrix,603,463517383.0,1631299148.0,28.414002641286245
Matrix,The Matrix Reloaded,604,738599701.0,1631299148.0,45.276778444072356
Matrix,The Matrix Revolutions,605,424988211.0,1631299148.0,26.05213222363554
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,1498,202000000.0,1149359568.0,17.575004865666198
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1497,78000000.0,1149359568.0,6.786388017435463
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles III,1499,42000000.0,1149359568.0,3.654208932465249
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,98566,477200000.0,1149359568.0,41.51877387077183
Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles: Out of the Shadows,308531,245623848.0,1149359568.0,21.3704966520973
Frozen,Frozen,109445,1274219009.0,2718773107.0,46.86742728620053
Jungle Book,The Jungle Book,9325,205843612.0,281965225.0,73.00319108499993
Jungle Book,The Jungle Book 2,14873,135680000.0,281965225.0,48.119409051240275
Captain America,Captain America: The First Avenger,1771,370569774.0,2238256014.0,16.556183550145036
Captain America,Captain America: The Winter Soldier,100402,714766572.0,2238256014.0,31.934084730666562
Captain America,Captain America: Civil War,271110,1153304495.0,2238256014.0,51.52692488197197
The Hobbit,The Hobbit: An Unexpected Journey,49051,1021103568.0,2922822711.0,34.93552873245071
The Hobbit,The Hobbit: The Desolation of Smaug,57158,958400000.0,2922822711.0,32.790220097615766
The Hobbit,The Hobbit: The Battle of the Five Armies,122917,956019788.0,2922822711.0,32.70878471013769
Avatar,Avatar,19995,2787965087.0,2788701337.0,99.97359882213877
Pink Panther,The Return of the Pink Panther,11843,41833347.0,378233670.0,11.060185889849521
Pink Panther,Trail of the Pink Panther,9699,9056073.0,378233670.0,2.394306408522541
Pink Panther,The Pink Panther,936,10878107.0,378233670.0,2.876028197066644
Pink Panther,The Pink Panther Strikes Again,12268,33833201.0,378233670.0,8.94505267074716
Pink Panther,A Shot in the Dark,1594,12368234.0,378233670.0,3.2699981469127275
Pink Panther,Revenge of the Pink Panther,6081,49579269.0,378233670.0,13.108105632161198
Pink Panther,Son of the Pink Panther,46828,2438031.0,378233670.0,0.6445832810177899
Pink Panther,Curse of the Pink Panther,36576,4491986.0,378233670.0,1.1876219269426753
Pink Panther,The Pink Panther 2,15159,75871032.0,378233670.0,20.059301436596062
Die Hard,Die Hard: With a Vengeance,1572,366101666.0,1431562382.0,25.573574061685562
Die Hard,Die Hard,562,140767956.0,1431562382.0,9.833169533509018
Die Hard,Die Hard 2,1573,240031094.0,1431562382.0,16.767071908152445
Die Hard,Live Free or Die Hard,1571,383531464.0,1431562382.0,26.791110804698416
Die Hard,A Good Day to Die Hard,47964,304654182.0,1431562382.0,21.28123690805393
Mummy,The Mummy,564,415885488.0,1423076742.0,29.22438936184933
Mummy,The Mummy Returns,1734,433013274.0,1423076742.0,30.427963666347374
Mummy,The Mummy: Tomb of the Dragon Emperor,1735,401128639.0,1423076742.0,28.1874214623346
Dirty Harry,Magnum Force,10648,39768000.0,224579600.0,17.707752618670618
Dirty Harry,Dirty Harry,984,35976000.0,224579600.0,16.01926443897843
Dirty Harry,The Enforcer,10649,46236000.0,224579600.0,20.587800494791157
Dirty Harry,Sudden Impact,10650,67642693.0,224579600.0,30.119696089938714
Meet the Parents,Meet the Parents,1597,330444045.0,1157643189.0,28.54455052644032
Meet the Parents,Meet the Fockers,693,516642939.0,1157643189.0,44.62885834851139
Meet the Parents,Little Fockers,39451,310650585.0,1157643189.0,26.8347438962041
Friday the 13th,Friday the 13th,4488,59754601.0,466198282.0,12.817421965531825
Friday the 13th,Friday the 13th Part 2,9725,21722776.0,466198282.0,4.65955728253842
Friday the 13th,Friday the 13th Part III,9728,36690067.0,466198282.0,7.870056243579207
Friday the 13th,Friday the 13th: The Final Chapter,9730,32980880.0,466198282.0,7.07443190449166
Friday the 13th,Friday the 13th: A New Beginning,9731,21930418.0,466198282.0,4.704096700210491
Friday the 13th,Friday the 13th Part VI: Jason Lives,10225,19472057.0,466198282.0,4.176775795154045
Friday the 13th,Friday the 13th Part VII: The New Blood,10281,19170001.0,466198282.0,4.111984479599605
Friday the 13th,Friday the 13th Part VIII: Jason Takes Manhattan,10283,14000000.0,466198282.0,3.003014069451247
Friday the 13th,Jason X,11470,16951798.0,466198282.0,3.6361777068925365
Friday the 13th,Jason Goes to Hell: The Final Friday,10285,15938065.0,466198282.0,3.4187309596306066
Friday the 13th,Freddy vs. Jason,6466,114908830.0,466198282.0,24.64805951387011
Friday the 13th,Friday the 13th,13207,91379051.0,466198282.0,19.6008982718645
Madagascar,Madagascar,953,532680671.0,2270104142.0,23.465032336829243
Madagascar,Madagascar: Escape 2 Africa,10527,603900354.0,2270104142.0,26.602319375002487
Madagascar,Madagascar 3: Europe's Most Wanted,80321,746921274.0,2270104142.0,32.90251139500366
Madagascar,Penguins of Madagascar,270946,373552094.0,2270104142.0,16.455284455403632
National Lampoon,Vegas Vacation,11419,36400360.0,287550376.0,12.65877670074756
National Lampoon,National Lampoon's Christmas Vacation,5825,71320000.0,287550376.0,24.802610586744635
National Lampoon,National Lampoon??s European Vacation,11418,49364621.0,287550376.0,17.16729488818335
National Lampoon,National Lampoon's Vacation,11153,61399552.0,287550376.0,21.35262448761326
National Lampoon,National Lampoon??s Van Wilder,11452,38275483.0,287550376.0,13.310879134444253
National Lampoon,Van Wilder 2: The Rise of Taj,10032,6086508.0,287550376.0,2.1166753751697405
National Lampoon,Vacation,296099,104384188.0,287550376.0,36.30118292733514
Karate Kid,The Next Karate Kid,11231,15826984.0,612338981.0,2.584676868709751
Karate Kid,The Karate Kid,1885,90815558.0,612338981.0,14.830928753170461
Karate Kid,"The Karate Kid, Part II",8856,115103979.0,612338981.0,18.797427988664992
Karate Kid,"The Karate Kid, Part III",10495,38956288.0,612338981.0,6.361882749385181
Halloween,Halloween: The Curse of Michael Myers,10987,15116634.0,618690596.0,2.443326938817735
Halloween,Halloween,948,70000000.0,618690596.0,11.314217551158642
Halloween,Halloween II,11281,25533818.0,618690596.0,4.1270738823384345
Halloween,Halloween III: Season of the Witch,10676,14400000.0,618690596.0,2.3274961819526347
Halloween,Halloween 4: The Return of Michael Myers,11357,17768757.0,618690596.0,2.8719940330238996
Halloween,Halloween 5: The Revenge of Michael Myers,11361,11642254.0,618690596.0,1.881757064883527
Halloween,Halloween: H20,11675,55041738.0,618690596.0,8.896488544655364
Halloween,Halloween: Resurrection,11442,37664855.0,618690596.0,6.087833764326361
Halloween,Halloween,2082,80253908.0,618690596.0,12.971573920609583
Halloween,Halloween II,24150,39421467.0,618690596.0,6.371757911768874
The Sting,The Sting,9277,159616327.0,165963399.0,96.17561942076156
The Sting,The Sting II,36912,6347072.0,165963399.0,3.8243805792384378
Rush Hour,Rush Hour,2109,244386864.0,849311714.0,28.77469602403247
Rush Hour,Rush Hour 2,5175,347325802.0,849311714.0,40.8949736916027
Rush Hour,Rush Hour 3,5174,258022233.0,849311714.0,30.380157102130823
Austin Powers,Austin Powers: International Man of Mystery,816,67683989.0,676406139.0,10.006412582248903
Austin Powers,Austin Powers: The Spy Who Shagged Me,817,310940086.0,676406139.0,45.969435827370575
Austin Powers,Austin Powers in Goldmember,818,296655431.0,676406139.0,43.85758997376575
Alvin and the Chipmunks,Alvin and the Chipmunks,6477,361366633.0,1404694725.0,25.725634657024855
Alvin and the Chipmunks,Alvin and the Chipmunks: The Squeakquel,23398,443140005.0,1404694725.0,31.547068349672912
Alvin and the Chipmunks,Alvin and the Chipmunks: Chipwrecked,55301,342695435.0,1404694725.0,24.396434962051984
Alvin and the Chipmunks,Alvin and the Chipmunks: The Road Chip,258509,233755553.0,1404694725.0,16.64102162838264
Guardians of the Galaxy,Guardians of the Galaxy,118340,773328629.0,1641885213.0,47.10004224881219
Guardians of the Galaxy,Guardians of the Galaxy Vol. 2,283995,863416141.0,1641885213.0,52.58687599862074
Smokey and the Bandit,Smokey and the Bandit II,12705,66132626.0,199870054.0,33.08781114353429
Smokey and the Bandit,Smokey and the Bandit,11006,126737428.0,199870054.0,63.40991332298335
Smokey and the Bandit,Smokey and the Bandit Part 3,15120,5678950.0,199870054.0,2.841321091552815
Thor,Thor,10195,449326618.0,1947887423.0,23.067381240543078
Thor,Thor: The Dark World,76338,644571402.0,1947887423.0,33.09079335844143
Hangover,The Hangover,18785,459270619.0,1414228463.0,32.47499474206241
Hangover,The Hangover Part II,45243,254455986.0,1414228463.0,17.992565745722796
Hangover,The Hangover Part III,109439,362000072.0,1414228463.0,25.59700087156286
Saturday Night Fever,Saturday Night Fever,11009,237113184.0,408441474.0,58.05316038987755
Saturday Night Fever,Staying Alive,10805,64892670.0,408441474.0,15.887874795006738
Hannibal Lecter,The Silence of the Lambs,274,272742922.0,921486656.0,29.59814124535733
Hannibal Lecter,Hannibal,9740,351692268.0,921486656.0,38.16574724224764
Hannibal Lecter,Manhunter,11454,8620929.0,921486656.0,0.9355457231927621
Hannibal Lecter,Red Dragon,9533,209196298.0,921486656.0,22.70204312106718
Hannibal Lecter,Hannibal Rising,1248,82169884.0,921486656.0,8.917099717611103
"Monsters, Inc.","Monsters, Inc.",585,562816256.0,1303346048.0,43.182411675214595
"Monsters, Inc.",Monsters University,62211,743559607.0,1303346048.0,57.0500526810206
