Franchise,Movie Title,Movie Revenue,Total Franchise Revenue,% of Total Franchise Revenue
Phantasm,Phantasm,11988469.0,7282851.0,164.6123063618904
Phantasm,Phantasm II,7282851.0,7282851.0,100.0
12 Rounds,12 Rounds,17280326.0,17306648.0,99.84790815644948
Dhoom,Dhoom,12000000.0,51639703.0,23.237933804537956
Dhoom,???????????? ????,91000000.0,51639703.0,176.22099801774615
Dhoom,Dhoom 2,46396427.0,51639703.0,89.84642494942312
Boondock Saints,The Boondock Saints,30471.0,11041194.0,0.275975587422882
Boondock Saints,The Boondock Saints II: All Saints Day,10629321.0,11041194.0,96.26966974767403
Trailer Park Boys,Trailer Park Boys: The Movie,3833507.0,8944680.0,42.85795579048104
Atlas Shrugged,Atlas Shrugged Part I,4627375.0,8940096.0,51.759790946316464
Atlas Shrugged,Atlas Shrugged Part III: Who is John Galt?,846704.0,8940096.0,9.470860268167144
The Condemned,The Condemned,8642858.0,7371706.0,117.24366110097175
Work and the Glory,The Work and the Glory,3347647.0,6697771.0,49.9815087735905
Work and the Glory,The Work and the Glory II: American Zion,2025032.0,6697771.0,30.234416793288393
Work and the Glory,The Work and the Glory III: A House Divided,1325092.0,6697771.0,19.784074433121106
Ip Man,????????,21888598.0,441575053.0,4.9569371845832055
Ip Man,????????2: ?????????????????,36000000.0,441575053.0,8.152634474121887
Ip Man,????????3,156844753.0,441575053.0,35.51938723313701
The Trip,The Trip,951179.0,11421886.0,8.3276877391352
Goal,Goal!: The Dream Begins,27610873.0,31869940.0,86.6360997228109
"No Retreat, No Surrender","No Retreat, No Surrender",4662137.0,2381199.0,195.78947412627
"No Retreat, No Surrender","No Retreat, No Surrender 2: Raging Thunder",108154.0,2381199.0,4.541997539894817
State Property,State Property,2106838.0,3791425.0,55.56849997032778
State Property,State Property 2,1691706.0,3791425.0,44.619265843317486
Goon,Goon,6483963.0,7134300.0,90.88436146503511
Asterix,Ast??rix & Ob??lix Mission Cl??op???tre,111127553.0,195323996.0,56.89395838491856
Asterix,Ast??rix & Ob??lix contre C??sar,1644060.0,195323996.0,0.8417091774018386
Asterix,Ast??rix aux Jeux Olympiques,132900000.0,195323996.0,68.04079515145696
Tanu Weds Manu,Tanu Weds Manu,252000.0,12169332.0,2.070779234225839
BloodRayne,BloodRayne,2405420.0,3711633.0,64.80759277654876
Henry Fool,Henry Fool,1334786.0,1461500.0,91.32986657543618
Ghost in the Shell,GHOST IN THE SHELL,2287714.0,1487475.0,153.79848400813458
Ghost in the Shell,??????????????????,9789651.0,1487475.0,658.1388594766299
Ghost in the Shell,K??kaku Kid??tai,101203.0,1487475.0,6.803677372728953
Singham,Singham,25034000.0,30050894.0,83.30534193092558
Sarkar,Sarkar,5900000.0,17722998.0,33.29007880043771
Nymphomaniac,Nymphomaniac: Vol. II,2227167.0,2742936.0,81.19646247670379
Taxi,Taxi,268254.0,103552731.0,0.25905062803220513
Taxi,Taxi 3,65497208.0,103552731.0,63.25010201807232
Taxi,Taxi 2,60726164.0,103552731.0,58.64274501847759
ABCD,????????¦?????????????????????,222000.0,11341415.0,1.9574277107397973
Cube,Cube,501818.0,8969065.0,5.59498676840897
Detective Dee,?????????????????????????????????,51723285.0,187067303.0,27.649559367411204
Detective Dee,???????????????????????????®????????,72287783.0,187067303.0,38.642660604349444
Red Cliff,Chi bi,127814609.0,150127047.0,85.13762946392998
Red Cliff,?????????? 2,121059225.0,150127047.0,80.63785135266133
Swamp Thing,The Return of Swamp Thing,192816.0,274928.0,70.13327125647443
Hatchet,Hatchet II,52604.0,302396.0,17.39573274778767
Monsters,"Monsters, Inc.",562816256.0,5692480.0,9887.013322839957
Monsters,Monsters,4242978.0,5692480.0,74.53654646129631
Monsters,Monsters University,743559607.0,5692480.0,13062.138242031593
Evangelion,???????????????????????????????«????????????????????¨?????,20000000.0,66296028.0,30.167719851934415
Evangelion,????ñ???????????????«?????????«????????????????¨????????ª??????,223839.0,66296028.0,0.3376356121968574
Evangelion,????ñ???????????????«?????????«????????????????¨????????ª????¨?,41162041.0,66296028.0,62.08824607109192
Evangelion,????ñ???????????????«?????????«????????????????¨?????:Q,60487945.0,66296028.0,91.23916895896086
V/H/S,V/H/S,100345.0,2007143.0,4.999394661964793
V/H/S,V/H/S/2,21833.0,2007143.0,1.0877650471341604
V/H/S,V/H/S: Viral,2756.0,2007143.0,0.13730959876800009
Cowgirls n' Angels,Cowgirls n' Angels,120680.0,119782.0,100.74969527975823
Another Gay Movie,Another Gay Movie,745327.0,104828.0,710.9999236845118
Infernal Affairs,?????????????,8708932.0,89594.0,9720.441100966584
I Spit on Your Grave,I Spit on Your Grave,572809.0,1503604.0,38.09573531328728
I Spit on Your Grave,I Spit on Your Grave 2,809.0,1503604.0,0.05380406011157193
Feast,Feast,658573.0,690872.0,95.32489375745435
Three Mothers,La terza madre,54947.0,54947.0,100.0
The Inbetweeners,The Inbetweeners Movie,88025781.0,144051320.0,61.10723664316301
Stake Land,Stake Land,33245.0,714234.0,4.65463699571849
Django,Django,17277.0,19391.0,89.0980351709556
Barbie,Barbie in A Mermaid Tale,16441438.0,5130193.0,320.48381025821055
Barbie,Barbie in A Mermaid Tale 2,15489307.0,5130193.0,301.92445001581814
Tinker Bell,Tinker Bell and the Pirate Fairy,20300000.0,175997380.0,11.534262612318432
Doraemon,STAND BY ME ?????????????????,83061158.0,203578370.0,40.80058112264088
Tiny Times,???????????????,79.0,75490000.0,0.00010464962246655186
Tiny Times,???????????????2???ª???????????????????,47.0,75490000.0,6.225990197377136e-05
Always,Always san-ch??me no y???h,33053559.0,69874885.0,47.30391899750533
Torrente,Torrente 5: Operaci??n Eurovegas,11672363.0,39659408.0,29.43151092926047
Kidulthood,Kidulthood,165000.0,6774155.0,2.435728146167308
A Few Best Men,A Few Best Men,29007412.0,17224539.0,168.4074795847947
A Few Best Men,A Few Less Men,123899.0,17224539.0,0.7193167840370067
